Title,Main Price,Current Price,Store
" Philips 43HFL4014/12 43"" Τηλεόραση Smart TV",439.00,439.00,KOTSOVOLOS
" Philips 32HFL5011T/12 32"" Hotel Τηλεόραση Smart TV",449.00,449.00,KOTSOVOLOS
" Samsung UE50RU7402 50"" Τηλεόραση Smart 4K TV",929.00,449.00,KOTSOVOLOS
" Samsung UE43TU7072 43"" Τηλεόραση Smart 4K TV",449.00,449.00,KOTSOVOLOS
" LG 50UM7450 50"" Τηλεόραση Smart 4K TV",799.00,469.00,KOTSOVOLOS
" Samsung UE50RU7102 50"" Τηλεόραση Smart 4K TV",649.00,489.00,KOTSOVOLOS
" Philips 43HFL2889S/12 43"" Τηλεόραση LED",489.00,489.00,KOTSOVOLOS
" Samsung HG43EJ690UBXEN 43"" Hotel Τηλεόραση Smart 4K TV",729.00,499.00,KOTSOVOLOS
" Philips 40HFL3011W/12 40"" Hotel Τηλεόραση LED",499.00,499.00,KOTSOVOLOS
" Sony KDL50WF665 50"" Τηλεόραση Smart TV",699.00,499.00,KOTSOVOLOS
" Philips 43PUS7304 43"" Τηλεόραση Smart 4K TV",649.00,499.00,KOTSOVOLOS
" Samsung UE50TU8072 50"" Τηλεόραση Smart 4K TV",599.00,499.00,KOTSOVOLOS
" Samsung HG40EE590SKXEN 40"" Hotel Τηλεόραση Smart TV",599.00,509.00,KOTSOVOLOS
" Philips 32HFL5014/12 32"" Τηλεόραση Smart TV",519.00,519.00,KOTSOVOLOS
" Philips 48HFL2869T/12 48"" Hotel Τηλεόραση LED",529.00,529.00,KOTSOVOLOS
" Samsung HG43EE690DBXEN 43"" Hotel Τηλεόραση Smart TV",709.00,539.00,KOTSOVOLOS
" Samsung HG40EJ470MKXEN 40"" Τηλεόραση LED",549.00,549.00,KOTSOVOLOS
" Sony KD43XG8196 43"" Τηλεόραση Smart 4K TV",949.00,549.00,KOTSOVOLOS
" Samsung HG32EE690DBXEN 32"" Hotel Τηλεόραση Smart TV",549.00,549.00,KOTSOVOLOS
" LG 49SM8200 49"" Τηλεόραση Smart 4K TV",1099.0,549.00,KOTSOVOLOS
" Samsung UE65RU7092 65"" Τηλεόραση Smart 4K TV",849.00,549.00,KOTSOVOLOS
" Samsung UE50TU7072 50"" Τηλεόραση Smart 4K TV",549.00,549.00,KOTSOVOLOS
" Samsung HG32EE694DKXEN 32"" Hotel Τηλεόραση Smart TV",569.00,569.00,KOTSOVOLOS
" Sony KD43XG7096 43"" Τηλεόραση Smart 4K TV",799.00,569.00,KOTSOVOLOS
" Samsung HG43EJ670UBXEN 43"" Τηλεόραση Smart 4K TV",569.00,569.00,KOTSOVOLOS
" Samsung HG43EJ470MKXEN 43"" Τηλεόραση LED",599.00,599.00,KOTSOVOLOS
" Philips 40HFL5011T/12 40"" Hotel Τηλεόραση Smart TV",599.00,599.00,KOTSOVOLOS
" LG 55SM8500 55"" Τηλεόραση Smart 4K TV",1599.0,599.00,KOTSOVOLOS
" Philips 55PUS7304 55"" Τηλεόραση Smart 4K TV",849.00,599.00,KOTSOVOLOS
" Panasonic TX65GX565E 65"" Τηλεόραση Smart 4K TV",899.00,599.00,KOTSOVOLOS
" Samsung HG43RU750 43"" Τηλεόραση Smart 4K TV",599.00,599.00,KOTSOVOLOS
" Samsung UE55TU8072 55"" Τηλεόραση Smart 4K TV",699.00,599.00,KOTSOVOLOS
" Philips 49HFL2889S/12 49"" Τηλεόραση LED",609.00,609.00,KOTSOVOLOS
" Philips 43HFL5011T/12 43"" Hotel Τηλεόραση Smart TV",629.00,629.00,KOTSOVOLOS
" Philips 55PUS6754 55"" Τηλεόραση Smart 4K TV",749.00,629.00,KOTSOVOLOS
" Panasonic TX58GX810E 58"" Τηλεόραση Smart 4K TV",1299.0,629.00,KOTSOVOLOS
" LG 60UM7100 60"" Τηλεόραση Smart 4K TV",999.00,649.00,KOTSOVOLOS
" LG 49SM8500 49"" Τηλεόραση Smart 4K TV",1299.0,649.00,KOTSOVOLOS
" Sony KD49XG7096 49"" Τηλεόραση Smart 4K TV",899.00,649.00,KOTSOVOLOS
" Philips 50HFL4014/12 50"" Τηλεόραση Smart TV",649.00,649.00,KOTSOVOLOS
" Samsung QLED QE43Q60TA 43"" Τηλεόραση Smart 4K TV",799.00,649.00,KOTSOVOLOS
" Samsung UE55TU7072 55"" Τηλεόραση Smart 4K TV",649.00,649.00,KOTSOVOLOS
" Philips 43HFL5014/12 43"" Τηλεόραση Smart TV",659.00,659.00,KOTSOVOLOS
" Samsung HG43EF690DBXEN 43"" Hotel Τηλεόραση Smart TV",669.00,669.00,KOTSOVOLOS
" Samsung QLED QE55Q60RA 55"" Τηλεόραση Smart 4K TV",1599.0,669.00,KOTSOVOLOS
" Samsung UE43TU8502 43"" Τηλεόραση Smart 4K TV",679.00,679.00,KOTSOVOLOS
" Samsung HG49EJ670UBXEN 49"" Τηλεόραση Smart 4K TV",689.00,689.00,KOTSOVOLOS
" Samsung HG49EJ690UBXEN 49"" Hotel Τηλεόραση Smart 4K TV",859.00,699.00,KOTSOVOLOS
" Sony KD49XG8196 49"" Τηλεόραση Smart 4K TV",1099.0,699.00,KOTSOVOLOS
" LG 55SM8200 55"" Τηλεόραση Smart 4K TV",1399.0,699.00,KOTSOVOLOS
" LG 49SM8600 49"" Τηλεόραση Smart 4K TV",1349.0,699.00,KOTSOVOLOS
" Panasonic TX50GX810E 50"" Τηλεόραση Smart 4K TV",999.00,699.00,KOTSOVOLOS
" Samsung HG50RU750 50"" Τηλεόραση Smart 4K TV",699.00,699.00,KOTSOVOLOS
" Samsung HG32EF690DBXEN 32"" Hotel Τηλεόραση Smart TV",709.00,709.00,KOTSOVOLOS
" Philips 43HFL6014U/12 43"" Τηλεόραση Smart 4K TV",739.00,739.00,KOTSOVOLOS
" Samsung HG55EJ670UBXEN 55"" Τηλεόραση Smart 4K TV",739.00,739.00,KOTSOVOLOS
" Samsung HG55EJ690UBXEN 55"" Hotel Τηλεόραση Smart 4K TV",1099.0,749.00,KOTSOVOLOS
" Sony KD55XF9005 55"" Τηλεόραση Smart 4K TV",1649.0,749.00,KOTSOVOLOS
" Samsung HG49EE590HKXEN 49"" Hotel Τηλεόραση Smart TV",749.00,749.00,KOTSOVOLOS
" LG 65UM7450 65"" Τηλεόραση Smart 4K TV",1499.0,749.00,KOTSOVOLOS
" Samsung HG43EE694DKXEN 43"" Hotel Τηλεόραση Smart TV",759.00,759.00,KOTSOVOLOS
" Samsung HG49EE690 49"" Hotel Τηλεόραση Smart TV",799.00,799.00,KOTSOVOLOS
" LG 55SM8600 55"" Τηλεόραση Smart 4K TV",1649.0,799.00,KOTSOVOLOS
" LG 65SM8500 65"" Τηλεόραση Smart 4K TV",2149.0,799.00,KOTSOVOLOS
" Philips 65PUS7304 65"" Τηλεόραση Smart 4K TV",999.00,799.00,KOTSOVOLOS
" Samsung QLED QE50Q60TA 50"" Τηλεόραση Smart 4K TV",999.00,799.00,KOTSOVOLOS
" Samsung UE65TU8072 65"" Τηλεόραση Smart 4K TV",949.00,799.00,KOTSOVOLOS
" Samsung UE55TU8502 55"" Τηλεόραση Smart 4K TV",949.00,799.00,KOTSOVOLOS
" Philips 50HFL5014/12 50"" Τηλεόραση Smart TV",809.00,809.00,KOTSOVOLOS
" Samsung HG55RU750 55"" Τηλεόραση Smart 4K TV",819.00,819.00,KOTSOVOLOS
" Samsung HG49EF690DBXEN 49"" Hotel Τηλεόραση Smart TV",829.00,829.00,KOTSOVOLOS
" Samsung UE50TU8502 50"" Τηλεόραση Smart 4K TV",829.00,829.00,KOTSOVOLOS
" Samsung HG49EE694DKXEN 49"" Hotel Τηλεόραση Smart TV",839.00,839.00,KOTSOVOLOS
" Philips 55HFL2899S/12 55"" Τηλεόραση 4K TV",839.00,839.00,KOTSOVOLOS
" Philips 50HFL6014U/12 50"" Τηλεόραση Smart 4K TV",869.00,869.00,KOTSOVOLOS
" Samsung HG40EE694DKXEN 40"" Hotel Τηλεόραση Smart TV",889.00,889.00,KOTSOVOLOS
" Samsung QLED QE65Q60RA 65"" Τηλεόραση Smart 4K TV",2149.0,899.00,KOTSOVOLOS
" Samsung UE75RU7092 75"" Τηλεόραση Smart 4K TV",1549.0,899.00,KOTSOVOLOS
" Philips 55OLED754 55"" Τηλεόραση Smart 4K TV",1999.0,899.00,KOTSOVOLOS
" Samsung UE65TU7072 65"" Τηλεόραση Smart 4K TV",899.00,899.00,KOTSOVOLOS
" Sony KD65XG8196 65"" Τηλεόραση Smart 4K TV",1849.0,949.00,KOTSOVOLOS
" Sony KD49XG9005 49"" Τηλεόραση Smart 4K TV",1549.0,949.00,KOTSOVOLOS
" Philips 49HFL7011T 49"" Hotel Τηλεόραση Smart 4K TV",989.00,989.00,KOTSOVOLOS
" Samsung HG55EF690DBXEN 55"" Hotel Τηλεόραση Smart TV",989.00,989.00,KOTSOVOLOS
" Samsung QLED QE55Q70RA 55"" Τηλεόραση Smart 4K TV",1799.0,999.00,KOTSOVOLOS
" LG 70UM7100 70"" Τηλεόραση Smart 4K TV",1599.0,999.00,KOTSOVOLOS
" LG 55SM9010 55"" Τηλεόραση Smart 4K TV",1799.0,999.00,KOTSOVOLOS
" Samsung QLED QE55Q60TA 55"" Τηλεόραση Smart 4K TV",1199.0,999.00,KOTSOVOLOS
" Samsung UE65TU8502 65"" Τηλεόραση Smart 4K TV",1349.0,999.00,KOTSOVOLOS
" Sony KD65XF7596 65"" Τηλεόραση Smart 4K TV",1299.0,1039.20,KOTSOVOLOS
" Samsung HG55EE690DBXEN 55"" Hotel Τηλεόραση Smart TV",1069.00,1069.00,KOTSOVOLOS
" Samsung QLED QE65Q70RA 65"" Τηλεόραση Smart 4K TV",2299.0,1099.00,KOTSOVOLOS
" Sony KD55XG9505 55"" Τηλεόραση Smart 4K TV",2049.0,1099.00,KOTSOVOLOS
" Philips 55HFL6014U/12 55"" Τηλεόραση Smart 4K TV",1119.00,1119.00,KOTSOVOLOS
" LG 70UM7450 70"" Τηλεόραση Smart 4K TV",1799.0,1149.00,KOTSOVOLOS
" Sony KD65XF9005 65"" Τηλεόραση Smart 4K TV",2599.0,1199.00,KOTSOVOLOS
" Sony KD75XG8096 75"" Τηλεόραση Smart 4K TV",2549.0,1199.00,KOTSOVOLOS
" Samsung QLED HG49RQ750 49"" Τηλεόραση Smart 4K TV",1199.00,1199.00,KOTSOVOLOS
" Samsung QLED QE65Q60TA 65"" Τηλεόραση Smart 4K TV",1599.0,1199.00,KOTSOVOLOS
" Philips 55HFL7011T 55"" Hotel Τηλεόραση Smart 4K TV",1289.00,1289.00,KOTSOVOLOS
" Sony KD65XG9505 65"" Τηλεόραση Smart 4K TV",2849.0,1299.00,KOTSOVOLOS
" LG 75UM7110 75"" Τηλεόραση Smart 4K TV",1999.0,1299.00,KOTSOVOLOS
" Panasonic TX65GX810E 65"" Τηλεόραση Smart 4K TV",1699.0,1299.00,KOTSOVOLOS
" LG 55SM9800 55"" Τηλεόραση Smart 4K TV",2199.0,1349.00,KOTSOVOLOS
" Samsung QLED QE65Q80RA 65"" Τηλεόραση Smart 4K TV",2899.0,1399.00,KOTSOVOLOS
" Sony KD55AG8 55"" OLED Τηλεόραση Smart 4K TV",2399.0,1399.00,KOTSOVOLOS
" Samsung QLED QE55Q70TA 55"" Τηλεόραση Smart 4K TV",1399.00,1399.00,KOTSOVOLOS
" Philips 65HFL2899S/12 65"" Τηλεόραση 4K TV",1449.00,1449.00,KOTSOVOLOS
" Samsung QLED HG55RQ750 55"" Τηλεόραση Smart 4K TV",1449.00,1449.00,KOTSOVOLOS
" Samsung HG65RU750 65"" Τηλεόραση Smart 4K TV",1459.00,1459.00,KOTSOVOLOS
" LG OLED 55C9 55"" Τηλεόραση Smart 4K TV",2799.0,1499.00,KOTSOVOLOS
" Samsung QLED QE75Q60RA 75"" Τηλεόραση Smart 4K TV",2999.0,1499.00,KOTSOVOLOS
" Samsung QLED QE49Q80TA 49"" Τηλεόραση Smart 4K TV",1499.00,1499.00,KOTSOVOLOS
" Samsung UE75TU8072 75"" Τηλεόραση Smart 4K TV",1699.0,1499.00,KOTSOVOLOS
" Samsung UE75TU7072 75"" Τηλεόραση Smart 4K TV",1499.00,1499.00,KOTSOVOLOS
" Philips 65HFL6014U/12 65"" Τηλεόραση Smart 4K TV",1519.00,1519.00,KOTSOVOLOS
" Samsung HG40EE890UBXEN 40"" Hotel Τηλεόραση Smart 4K TV",1529.00,1529.00,KOTSOVOLOS
" Samsung HG49EE890UBXEN 49"" Hotel Τηλεόραση Smart 4K TV",1599.00,1599.00,KOTSOVOLOS
" Sony KD75XG8596 75"" Τηλεόραση Smart 4K TV",3049.0,1699.00,KOTSOVOLOS
" Panasonic OLED TX55GZ950E 55"" Τηλεόραση Smart 4K TV",2299.0,1699.00,KOTSOVOLOS
" Philips 55OLED854 55"" Τηλεόραση Smart 4K TV",1699.00,1699.00,KOTSOVOLOS
" Samsung HG55EE890UBXEN 55"" Hotel Τηλεόραση Smart 4K TV",1719.00,1719.00,KOTSOVOLOS
" Samsung QLED HG65RQ750 65"" Τηλεόραση Smart 4K TV",1749.00,1749.00,KOTSOVOLOS
" Samsung QLED QE65Q70TA 65"" Τηλεόραση Smart 4K TV",1799.00,1799.00,KOTSOVOLOS
" Samsung QLED QE55Q80TA 55"" Τηλεόραση Smart 4K TV",1799.00,1799.00,KOTSOVOLOS
" Samsung UE82RU8002 82"" Τηλεόραση Smart 4K TV",3699.0,1898.94,KOTSOVOLOS
" Samsung QLED QE75Q60TA 75"" Τηλεόραση Smart 4K TV",2399.0,1899.00,KOTSOVOLOS
" Philips 65HFL7011T 65"" Hotel Τηλεόραση Smart 4K TV",1969.00,1969.00,KOTSOVOLOS
" Sony KD85XG8596 85"" Τηλεόραση Smart 4K TV",4199.0,1999.00,KOTSOVOLOS
" Sony KD75XG9505 75"" Τηλεόραση Smart 4K TV",4599.0,2099.00,KOTSOVOLOS
" LG 75SM9000 75"" Τηλεόραση Smart 4K TV",3899.0,2099.00,KOTSOVOLOS
" Samsung QLED QE55Q90TA 55"" Τηλεόραση Smart 4K TV",2199.00,2199.00,KOTSOVOLOS
" Samsung HG65EJ690UBXEN 65"" Hotel Τηλεόραση Smart 4K TV",2299.00,2299.00,KOTSOVOLOS
" Samsung HG75RU750 75"" Τηλεόραση Smart 4K TV",2299.00,2299.00,KOTSOVOLOS
" LG OLED 65C9 65"" Τηλεόραση Smart 4K TV",3899.0,2399.00,KOTSOVOLOS
" Samsung QLED QE82Q60RA 82"" Τηλεόραση Smart 4K TV",4199.0,2399.00,KOTSOVOLOS
" Sony KD65AG8 65"" OLED Τηλεόραση Smart 4K TV",3399.0,2399.00,KOTSOVOLOS
" LG 86UM7600 86"" Τηλεόραση Smart 4K TV",4149.0,2399.00,KOTSOVOLOS
